test_case_id,node_id,true_label,injection_type,edad_raw_score
736,SB-005,1,spike,1.0931711
737,SB-006,1,dropout,0.47546285
738,SB-001,1,drift,2.5222063
739,SB-019,1,multi_spike,1.346337
740,SB-004,1,spike,1.9014646
741,SB-001,1,dropout,0.70032126
742,SB-020,1,drift,1.1637087
743,SB-018,1,multi_spike,1.6427093
744,SB-020,1,spike,1.417436
745,SB-006,1,dropout,0.6127474
746,SB-003,1,drift,0.7765375
747,SB-019,1,multi_spike,1.5254437
748,SB-013,1,spike,1.3046391
749,SB-018,1,dropout,0.3309989
750,SB-013,1,drift,0.97142446
751,SB-010,1,multi_spike,1.5913844
752,SB-011,1,spike,1.5828626
753,SB-001,1,dropout,0.75122404
754,SB-020,1,drift,0.7222066
755,SB-011,1,multi_spike,1.5408332
756,SB-009,1,spike,0.66209686
757,SB-014,1,dropout,0.34677738
758,SB-001,1,drift,0.6330625
759,SB-014,1,multi_spike,2.0546186
760,SB-003,1,spike,0.7391932
761,SB-001,1,dropout,0.598606
762,SB-012,1,drift,0.9427802
763,SB-002,1,multi_spike,0.9853293
764,SB-009,1,spike,1.6630391
765,SB-006,1,dropout,0.37468413
766,SB-016,1,drift,1.2096828
767,SB-008,1,multi_spike,1.2413145
768,SB-020,1,spike,1.7542049
769,SB-002,1,dropout,0.56162995
770,SB-003,1,drift,0.7063311
771,SB-003,1,multi_spike,1.3724774
772,SB-007,1,spike,0.6928477
773,SB-020,1,dropout,0.41911256
774,SB-017,1,drift,0.69602984
775,SB-008,1,multi_spike,1.4222636
776,SB-020,1,spike,1.4673166
777,SB-006,1,dropout,0.576651
778,SB-001,1,drift,0.7090059
779,SB-003,1,multi_spike,1.4459329
780,SB-020,1,spike,0.92711765
781,SB-007,1,dropout,0.46832612
782,SB-007,1,drift,0.7872083
783,SB-013,1,multi_spike,2.456006
784,SB-013,1,spike,1.071543
785,SB-001,1,dropout,0.60305953
786,SB-013,1,drift,0.6764655
787,SB-013,1,multi_spike,1.8167415
788,SB-015,1,spike,1.458405
789,SB-019,1,dropout,0.45376396
790,SB-015,1,drift,0.83783185
791,SB-004,1,multi_spike,1.9752654
792,SB-008,1,spike,0.75765896
793,SB-009,1,dropout,0.37160012
794,SB-016,1,drift,0.9124791
795,SB-008,1,multi_spike,1.3546896
796,SB-016,1,spike,1.3908231
797,SB-011,1,dropout,0.5440243
798,SB-014,1,drift,1.1402388
799,SB-015,1,multi_spike,1.8628951
800,SB-002,1,spike,1.4806273
801,SB-004,1,dropout,0.5191189
802,SB-015,1,drift,0.5802413
803,SB-018,1,multi_spike,1.0097885
804,SB-013,1,spike,1.715197
805,SB-007,1,dropout,0.5137539
806,SB-002,1,drift,0.8060511
807,SB-018,1,multi_spike,1.8533572
808,SB-016,1,spike,1.2992233
809,SB-014,1,dropout,0.5160129
810,SB-011,1,drift,0.81277066
811,SB-010,1,multi_spike,1.1719877
812,SB-020,1,spike,0.88609475
813,SB-005,1,dropout,0.5378584
814,SB-006,1,drift,0.67605734
815,SB-014,1,multi_spike,1.0163878
816,SB-004,1,spike,2.4591982
817,SB-007,1,dropout,0.53080106
818,SB-016,1,drift,0.41775322
819,SB-013,1,multi_spike,1.2065222
820,SB-012,1,spike,2.9464934
821,SB-020,1,dropout,0.7034256
822,SB-009,1,drift,1.8802042
823,SB-011,1,multi_spike,2.218062
824,SB-005,1,spike,0.7475086
825,SB-004,1,dropout,0.5387037
826,SB-007,1,drift,1.6779262
827,SB-018,1,multi_spike,1.148297
828,SB-017,1,spike,1.1538851
829,SB-012,1,dropout,0.42239076
830,SB-007,1,drift,1.6390307
831,SB-015,1,multi_spike,1.8746966
832,SB-011,1,spike,1.5878327
833,SB-020,1,dropout,0.76360184
834,SB-012,1,drift,1.0295459
835,SB-019,1,multi_spike,1.6003723
836,SB-020,1,spike,0.8986598
837,SB-016,1,dropout,0.68488765
838,SB-009,1,drift,2.087792
839,SB-016,1,multi_spike,1.5710648
840,SB-020,1,spike,1.0063591
841,SB-008,1,dropout,0.69481564
842,SB-003,1,drift,1.4565852
843,SB-002,1,multi_spike,1.7933539
844,SB-007,1,spike,0.7881036
845,SB-015,1,dropout,0.58956695
846,SB-013,1,drift,0.5842764
847,SB-006,1,multi_spike,3.0099773
848,SB-006,1,spike,1.1238492
849,SB-020,1,dropout,0.46578115
850,SB-008,1,drift,1.6337467
851,SB-006,1,multi_spike,1.7676542
852,SB-003,1,spike,0.7494612
853,SB-020,1,dropout,0.6405215
854,SB-005,1,drift,1.2102178
855,SB-002,1,multi_spike,1.5604796
856,SB-010,1,spike,1.2366953
857,SB-005,1,dropout,0.6245093
858,SB-006,1,drift,0.40377355
859,SB-016,1,multi_spike,1.3859339
860,SB-012,1,spike,1.3902677
861,SB-004,1,dropout,0.5954004
862,SB-001,1,drift,0.6262768
863,SB-008,1,multi_spike,0.8599425
864,SB-020,1,spike,0.7144427
865,SB-002,1,dropout,0.8262009
866,SB-015,1,drift,0.57528806
867,SB-008,1,multi_spike,1.246207
868,SB-013,1,spike,0.903339
869,SB-008,1,dropout,0.5418376
870,SB-004,1,drift,1.5587138
871,SB-017,1,multi_spike,2.4412577
872,SB-014,1,spike,1.0043406
873,SB-019,1,dropout,0.5828554
874,SB-015,1,drift,1.4039829
875,SB-002,1,multi_spike,1.4796126
876,SB-018,1,spike,1.2646012
877,SB-006,1,dropout,0.5567066
878,SB-018,1,drift,1.3417892
879,SB-017,1,multi_spike,1.1928743
880,SB-020,1,spike,0.555502
881,SB-013,1,dropout,0.4865604
882,SB-012,1,drift,0.5512562
883,SB-020,1,multi_spike,1.4104077
884,SB-019,1,spike,2.0932496
885,SB-018,1,dropout,0.49240348
886,SB-009,1,drift,2.2816224
887,SB-014,1,multi_spike,1.5317996
888,SB-006,1,spike,1.4414722
889,SB-001,1,dropout,0.4596494
890,SB-005,1,drift,0.5365875
891,SB-017,1,multi_spike,1.6414875
892,SB-005,1,spike,0.73663056
893,SB-015,1,dropout,0.46313515
894,SB-015,1,drift,1.1334428
895,SB-002,1,multi_spike,1.5772333
896,SB-018,1,spike,0.9737758
897,SB-009,1,dropout,0.7007204
898,SB-015,1,drift,0.8131937
899,SB-010,1,multi_spike,1.6719433
900,SB-014,1,spike,0.85462105
901,SB-019,1,dropout,0.5705179
902,SB-004,1,drift,1.6638879
903,SB-015,1,multi_spike,1.5408036
904,SB-019,1,spike,0.758146
905,SB-013,1,dropout,0.4953604
906,SB-015,1,drift,1.7553462
907,SB-003,1,multi_spike,0.9782204
908,SB-007,1,spike,1.3459074
909,SB-001,1,dropout,0.5339656
910,SB-019,1,drift,1.3744786
911,SB-018,1,multi_spike,1.5052525
912,SB-018,1,spike,1.038737
913,SB-006,1,dropout,0.3821549
914,SB-020,1,drift,0.9440605
915,SB-004,1,multi_spike,1.3202491
916,SB-019,1,spike,0.9874291
917,SB-002,1,dropout,0.77240974
918,SB-018,1,drift,1.611931
919,SB-011,1,multi_spike,1.647321
920,SB-004,1,spike,0.9625475
921,SB-007,1,dropout,0.63549083
922,SB-001,1,drift,0.6946691
923,SB-007,1,multi_spike,0.99055564
924,SB-002,1,spike,1.0934398
925,SB-012,1,dropout,0.46764487
926,SB-009,1,drift,0.5570937
927,SB-009,1,multi_spike,1.1882504
928,SB-006,1,spike,1.0311126
929,SB-007,1,dropout,0.75607544
930,SB-015,1,drift,0.6578742
931,SB-019,1,multi_spike,1.2155389
932,SB-007,1,spike,1.2732744
933,SB-020,1,dropout,0.66221446
934,SB-015,1,drift,1.2410282
935,SB-012,1,multi_spike,1.1506592
936,SB-018,1,spike,1.9222714
937,SB-009,1,dropout,0.5568777
938,SB-018,1,drift,1.2052377
939,SB-016,1,multi_spike,1.0314698
940,SB-004,1,spike,1.0275905
941,SB-002,1,dropout,0.43475842
942,SB-008,1,drift,0.71375257
943,SB-008,1,multi_spike,1.7174677
944,SB-006,1,spike,1.5645213
945,SB-014,1,dropout,0.6822292
946,SB-016,1,drift,2.5566683
947,SB-020,1,multi_spike,1.7487401
948,SB-008,1,spike,1.5203118
949,SB-010,1,dropout,0.5995499
950,SB-003,1,drift,1.1835824
951,SB-005,1,multi_spike,1.997517
952,SB-009,1,spike,0.81159115
953,SB-016,1,dropout,0.52720124
954,SB-019,1,drift,2.2884698
955,SB-018,1,multi_spike,1.3589723
956,SB-014,1,spike,2.0266736
957,SB-014,1,dropout,0.37771863
958,SB-020,1,drift,0.94028455
959,SB-002,1,multi_spike,1.0811083
960,SB-009,1,spike,0.9584403
961,SB-015,1,dropout,0.70657873
962,SB-013,1,drift,1.4133228
963,SB-007,1,multi_spike,1.992553
964,SB-001,1,spike,2.3886762
965,SB-016,1,dropout,0.68662786
966,SB-008,1,drift,1.2173907
967,SB-007,1,multi_spike,1.3594928
968,SB-001,1,spike,1.1184555
969,SB-012,1,dropout,0.5040755
970,SB-009,1,drift,0.52830464
971,SB-001,1,multi_spike,1.2044047
972,SB-016,1,spike,1.4173676
973,SB-020,1,dropout,0.61069906
974,SB-015,1,drift,0.5508624
975,SB-003,1,multi_spike,1.7350678
976,SB-003,1,spike,2.0384135
977,SB-002,1,dropout,0.64663935
978,SB-020,1,drift,0.7007601
979,SB-002,1,multi_spike,1.7090211
980,SB-017,1,spike,2.2869878
981,SB-003,1,dropout,0.50910485
982,SB-013,1,drift,0.5966234
983,SB-019,1,multi_spike,1.9892312
984,SB-011,1,spike,1.1921371
985,SB-008,1,dropout,0.7257495
986,SB-010,1,drift,2.493422
987,SB-004,1,multi_spike,1.5674921
988,SB-012,1,spike,1.1878134
989,SB-004,1,dropout,0.64304966
990,SB-020,1,drift,0.5889151
991,SB-008,1,multi_spike,0.9476473
992,SB-017,1,spike,0.97913414
993,SB-019,1,dropout,0.91691625
994,SB-004,1,drift,1.1214986
995,SB-018,1,multi_spike,1.1170617
996,SB-018,1,spike,2.009731
997,SB-010,1,dropout,0.5478965
998,SB-013,1,drift,0.88722605
999,SB-005,1,multi_spike,1.6674576
1000,SB-009,1,spike,1.228659
1001,SB-006,1,dropout,0.52982485
1002,SB-011,1,drift,0.7298695
1003,SB-007,1,multi_spike,1.0697088
1004,SB-014,1,spike,1.5615737
1005,SB-011,1,dropout,0.542757
1006,SB-003,1,drift,1.783305
1007,SB-001,1,multi_spike,1.3575225
1008,SB-017,1,spike,1.8784481
1009,SB-020,1,dropout,0.42846134
1010,SB-008,1,drift,0.8511231
1011,SB-015,1,multi_spike,1.9759504
1012,SB-004,1,spike,0.9276042
1013,SB-001,1,dropout,0.55593437
1014,SB-011,1,drift,0.71223897
1015,SB-012,1,multi_spike,1.359407
1016,SB-016,1,spike,1.0598911
1017,SB-016,1,dropout,0.38621685
1018,SB-012,1,drift,0.8919007
1019,SB-009,1,multi_spike,1.5354254
1020,SB-017,1,spike,1.3605558
1021,SB-002,1,dropout,0.66732675
1022,SB-013,1,drift,1.3044158
1023,SB-002,1,multi_spike,1.4022593
1024,SB-003,1,spike,1.0715188
1025,SB-004,1,dropout,0.78662986
1026,SB-009,1,drift,0.7613199
1027,SB-010,1,multi_spike,2.5986247
1028,SB-012,1,spike,1.2871753
1029,SB-019,1,dropout,0.5073948
1030,SB-016,1,drift,1.4130409
1031,SB-011,1,multi_spike,1.0414395
1032,SB-008,1,spike,0.7945088
1033,SB-020,1,dropout,0.43081927
1034,SB-006,1,drift,1.5482315
1035,SB-020,1,multi_spike,1.3761711
1036,SB-003,1,spike,2.0716019
1037,SB-014,1,dropout,0.6205873
1038,SB-008,1,drift,0.8807038
1039,SB-017,1,multi_spike,1.7069781
1040,SB-003,1,spike,2.1770656
1041,SB-014,1,dropout,0.5162467
1042,SB-016,1,drift,2.2384832
1043,SB-020,1,multi_spike,1.6089162
1044,SB-020,1,spike,1.4904325
1045,SB-020,1,dropout,0.37836164
1046,SB-016,1,drift,1.285741
1047,SB-013,1,multi_spike,1.8023914
1048,SB-013,1,spike,2.0391712
1049,SB-001,1,dropout,0.45593926
1050,SB-017,1,drift,1.1815708
1051,SB-002,1,multi_spike,1.645065
1052,SB-020,1,spike,1.188409
1053,SB-013,1,dropout,0.6036268
1054,SB-009,1,drift,0.8393152
1055,SB-009,1,multi_spike,1.1365258
1056,SB-008,1,spike,1.7347039
1057,SB-013,1,dropout,0.514225
1058,SB-019,1,drift,0.9834514
1059,SB-004,1,multi_spike,1.1688025
1060,SB-016,1,spike,0.71022123
1061,SB-003,1,dropout,0.5177197
1062,SB-012,1,drift,0.9502849
1063,SB-015,1,multi_spike,1.3889745
1064,SB-011,1,spike,1.5628006
1065,SB-018,1,dropout,0.63581896
1066,SB-004,1,drift,0.5998412
1067,SB-013,1,multi_spike,1.629125
1068,SB-002,1,spike,1.5644456
1069,SB-015,1,dropout,0.66116256
1070,SB-003,1,drift,0.77894706
1071,SB-013,1,multi_spike,1.2188536
1072,SB-007,1,spike,1.1293328
1073,SB-014,1,dropout,0.5387653
1074,SB-010,1,drift,0.82758164
1075,SB-001,1,multi_spike,0.9977894
1076,SB-020,1,spike,1.3123327
1077,SB-006,1,dropout,0.46984896
1078,SB-005,1,drift,0.62016326
1079,SB-015,1,multi_spike,1.6475066
1080,SB-012,1,spike,1.0653687
1081,SB-016,1,dropout,0.62902683
1082,SB-006,1,drift,0.8104787
1083,SB-004,1,multi_spike,1.2485123
1084,SB-006,1,spike,1.1082551
1085,SB-002,1,dropout,0.74226665
1086,SB-005,1,drift,1.9273677
1087,SB-011,1,multi_spike,1.7335131
1088,SB-001,1,spike,1.6158825
1089,SB-005,1,dropout,0.7389702
1090,SB-008,1,drift,0.68907595
1091,SB-006,1,multi_spike,1.3162622
1092,SB-013,1,spike,0.7294062
1093,SB-020,1,dropout,0.4670442
1094,SB-007,1,drift,1.3067404
1095,SB-018,1,multi_spike,1.3886552
1096,SB-013,1,spike,0.92056924
1097,SB-003,1,dropout,0.60217834
1098,SB-012,1,drift,0.4902155
1099,SB-019,1,multi_spike,1.1218544
1100,SB-007,1,spike,1.7287552
1101,SB-008,1,dropout,0.67923355
1102,SB-004,1,drift,1.0953096
1103,SB-002,1,multi_spike,1.9467094
1104,SB-020,1,spike,0.9765609
1105,SB-004,1,dropout,0.683779
1106,SB-008,1,drift,0.86614597
1107,SB-019,1,multi_spike,1.4233587
1108,SB-018,1,spike,1.5297439
1109,SB-003,1,dropout,0.506939
1110,SB-018,1,drift,0.5766077
1111,SB-009,1,multi_spike,2.7556007
1112,SB-008,1,spike,0.6616056
1113,SB-020,1,dropout,0.7630535
1114,SB-019,1,drift,1.9751066
1115,SB-001,1,multi_spike,1.5030237
1116,SB-001,1,spike,0.97785074
1117,SB-006,1,dropout,0.42412233
1118,SB-013,1,drift,0.7503493
1119,SB-007,1,multi_spike,3.121427
1120,SB-011,1,spike,2.4514866
1121,SB-015,1,dropout,0.5023432
1122,SB-010,1,drift,2.140862
1123,SB-007,1,multi_spike,1.0585346
1124,SB-017,1,spike,1.638707
1125,SB-007,1,dropout,0.39971685
1126,SB-013,1,drift,0.51406556
1127,SB-002,1,multi_spike,0.8573665
1128,SB-014,1,spike,0.80417275
1129,SB-001,1,dropout,0.5115183
1130,SB-005,1,drift,0.8639244
1131,SB-017,1,multi_spike,1.4266106
1132,SB-016,1,spike,0.55778843
1133,SB-001,1,dropout,0.44743127
1134,SB-005,1,drift,0.78663856
1135,SB-010,1,multi_spike,1.2009654
1136,SB-001,1,spike,1.2772555
1137,SB-018,1,dropout,0.78536195
1138,SB-004,1,drift,0.84048486
1139,SB-013,1,multi_spike,1.388105
1140,SB-017,1,spike,1.281255
1141,SB-011,1,dropout,0.69883543
1142,SB-014,1,drift,0.6047626
1143,SB-004,1,multi_spike,0.9321884
1144,SB-004,1,spike,0.7105732
1145,SB-003,1,dropout,0.583569
1146,SB-006,1,drift,0.62448186
1147,SB-001,1,multi_spike,1.6263188
1148,SB-007,1,spike,0.9859692
1149,SB-019,1,dropout,0.6127601
1150,SB-014,1,drift,0.9464119
1151,SB-019,1,multi_spike,0.66336566
1152,SB-007,1,spike,0.6946858
1153,SB-012,1,dropout,0.60579693
1154,SB-012,1,drift,1.7558372
1155,SB-002,1,multi_spike,1.0431796
1156,SB-019,1,spike,2.098336
1157,SB-011,1,dropout,0.32640025
1158,SB-005,1,drift,0.6830988
1159,SB-007,1,multi_spike,1.2840322
1160,SB-020,1,spike,1.1655207
1161,SB-014,1,dropout,0.67145747
1162,SB-005,1,drift,0.63634026
1163,SB-014,1,multi_spike,2.9766662
1164,SB-011,1,spike,0.78267306
1165,SB-014,1,dropout,0.616608
1166,SB-005,1,drift,1.5373447
1167,SB-001,1,multi_spike,2.610356
1168,SB-012,1,spike,2.2963068
1169,SB-015,1,dropout,0.5398938
1170,SB-009,1,drift,0.65276563
1171,SB-017,1,multi_spike,1.5167377
1172,SB-006,1,spike,0.92794526
1173,SB-010,1,dropout,0.6032652
1174,SB-020,1,drift,1.3734651
1175,SB-008,1,multi_spike,1.9291027
1176,SB-020,1,spike,2.1220279
1177,SB-005,1,dropout,0.39163348
1178,SB-017,1,drift,1.8976905
1179,SB-019,1,multi_spike,1.8587531
1180,SB-003,1,spike,1.1082593
1181,SB-007,1,dropout,0.67911047
1182,SB-013,1,drift,0.92140484
1183,SB-004,1,multi_spike,1.3737471
1184,SB-016,1,spike,1.0542645
1185,SB-003,1,dropout,0.4529286
1186,SB-008,1,drift,0.7907028
1187,SB-017,1,multi_spike,1.9516246
1188,SB-015,1,spike,0.9307881
1189,SB-009,1,dropout,0.46947306
1190,SB-018,1,drift,0.7019724
1191,SB-015,1,multi_spike,1.1893404
1192,SB-019,1,spike,0.64962876
1193,SB-007,1,dropout,0.5346141
1194,SB-006,1,drift,1.0076091
1195,SB-011,1,multi_spike,1.8190964
1196,SB-009,1,spike,1.0503566
1197,SB-019,1,dropout,0.6330012
1198,SB-020,1,drift,1.0263188
1199,SB-015,1,multi_spike,1.1405839
1200,SB-005,1,spike,0.9917861
1201,SB-003,1,dropout,0.5719244
1202,SB-005,1,drift,0.9328827
1203,SB-003,1,multi_spike,2.2743356
1204,SB-002,1,spike,0.98305875
1205,SB-002,1,dropout,0.5009892
1206,SB-020,1,drift,1.0008613
1207,SB-004,1,multi_spike,1.2170974
1208,SB-012,1,spike,1.3557107
1209,SB-012,1,dropout,0.6372527
1210,SB-001,1,drift,0.46539995
1211,SB-017,1,multi_spike,1.9116051
1212,SB-016,1,spike,0.55522317
1213,SB-013,1,dropout,0.6618609
1214,SB-010,1,drift,0.8152337
1215,SB-001,1,multi_spike,1.4007928
1216,SB-010,1,spike,0.8220106
1217,SB-013,1,dropout,0.56696934
1218,SB-002,1,drift,1.2365704
1219,SB-017,1,multi_spike,1.7651469
1220,SB-017,1,spike,2.2401352
1221,SB-001,1,dropout,0.5457924
1222,SB-011,1,drift,1.4606388
1223,SB-012,1,multi_spike,1.9751267
1224,SB-019,1,spike,1.3097788
1225,SB-012,1,dropout,0.41242355
1226,SB-018,1,drift,0.83660376
1227,SB-013,1,multi_spike,1.6587509
1228,SB-008,1,spike,0.8592372
1229,SB-009,1,dropout,0.6217461
1230,SB-006,1,drift,0.89452547
1231,SB-019,1,multi_spike,1.5663344
1232,SB-007,1,spike,1.5003165
1233,SB-012,1,dropout,0.7398278
1234,SB-006,1,drift,0.97172475
1235,SB-017,1,multi_spike,1.4299012
1236,SB-019,1,spike,0.99973273
1237,SB-004,1,dropout,0.53688633
1238,SB-018,1,drift,1.9592819
1239,SB-011,1,multi_spike,1.5293201
1240,SB-016,1,spike,0.7055973
1241,SB-009,1,dropout,0.5240396
1242,SB-006,1,drift,0.8049652
1243,SB-001,1,multi_spike,2.272132
1244,SB-006,1,spike,1.0268816
1245,SB-009,1,dropout,0.4102049
1246,SB-018,1,drift,0.97746027
1247,SB-002,1,multi_spike,1.8962665
1248,SB-004,1,spike,1.4712429
1249,SB-001,1,dropout,0.49315304
1250,SB-007,1,drift,0.7387511
1251,SB-005,1,multi_spike,1.0281038
1252,SB-012,1,spike,1.6208391
1253,SB-016,1,dropout,0.5732948
1254,SB-014,1,drift,0.7011017
1255,SB-008,1,multi_spike,1.5908177
1256,SB-020,1,spike,0.6396623
1257,SB-019,1,dropout,0.64783025
1258,SB-007,1,drift,0.91410834
1259,SB-002,1,multi_spike,1.3843822
1260,SB-013,1,spike,0.78394914
1261,SB-008,1,dropout,0.55329514
1262,SB-002,1,drift,1.5374373
1263,SB-005,1,multi_spike,1.6698841
1264,SB-020,1,spike,1.2416358
1265,SB-019,1,dropout,0.56131345
1266,SB-009,1,drift,0.86352533
1267,SB-016,1,multi_spike,2.287194
1268,SB-016,1,spike,1.1654202
1269,SB-020,1,dropout,0.59485245
1270,SB-004,1,drift,0.8338281
1271,SB-017,1,multi_spike,1.0383078
1272,SB-009,1,spike,0.88477767
1273,SB-014,1,dropout,0.74783754
1274,SB-017,1,drift,1.0930982
1275,SB-016,1,multi_spike,0.94285554
1276,SB-014,1,spike,0.9321978
1277,SB-011,1,dropout,0.6269182
1278,SB-014,1,drift,1.7110019
1279,SB-015,1,multi_spike,2.7744117
1280,SB-015,1,spike,0.73662215
1281,SB-009,1,dropout,0.69744825
1282,SB-008,1,drift,0.7657147
1283,SB-011,1,multi_spike,1.4627494
1284,SB-013,1,spike,1.1912333
1285,SB-012,1,dropout,0.4409686
1286,SB-010,1,drift,0.78290343
1287,SB-009,1,multi_spike,1.585954
1288,SB-014,1,spike,1.1040274
1289,SB-002,1,dropout,0.71568847
1290,SB-013,1,drift,2.0376978
1291,SB-012,1,multi_spike,1.3243905
1292,SB-003,1,spike,0.8222436
1293,SB-001,1,dropout,0.6329233
1294,SB-005,1,drift,0.6584898
1295,SB-009,1,multi_spike,1.5333931
1296,SB-018,1,spike,0.69356817
1297,SB-017,1,dropout,0.7016858
1298,SB-014,1,drift,1.0780416
1299,SB-020,1,multi_spike,1.5079904
1300,SB-010,1,spike,2.0034974
1301,SB-005,1,dropout,0.45806742
1302,SB-012,1,drift,0.95284855
1303,SB-016,1,multi_spike,2.0095348
1304,SB-015,1,spike,0.9456412
1305,SB-008,1,dropout,0.6778426
1306,SB-019,1,drift,0.8149965
1307,SB-007,1,multi_spike,0.8298321
1308,SB-017,1,spike,0.9882393
1309,SB-013,1,dropout,0.5474248
1310,SB-011,1,drift,0.8867848
1311,SB-018,1,multi_spike,3.0006707
1312,SB-015,1,spike,0.7246269
1313,SB-002,1,dropout,0.7251301
1314,SB-011,1,drift,1.8240031
1315,SB-011,1,multi_spike,1.9982284
1316,SB-003,1,spike,0.83569413
1317,SB-006,1,dropout,0.7908647
1318,SB-015,1,drift,0.6771902
1319,SB-014,1,multi_spike,2.1704872
1320,SB-013,1,spike,2.619564
1321,SB-009,1,dropout,0.37644634
1322,SB-009,1,drift,1.1101592
1323,SB-006,1,multi_spike,1.1759175
1324,SB-004,1,spike,1.2591628
1325,SB-001,1,dropout,0.55206066
1326,SB-011,1,drift,0.75095016
1327,SB-011,1,multi_spike,1.4665264
1328,SB-003,1,spike,1.1164488
1329,SB-019,1,dropout,0.57003134
1330,SB-006,1,drift,0.6299176
1331,SB-009,1,multi_spike,1.7072122
1332,SB-006,1,spike,1.6781881
1333,SB-004,1,dropout,0.6367181
1334,SB-020,1,drift,1.114284
1335,SB-006,1,multi_spike,1.4450715
1336,SB-011,1,spike,1.2675314
1337,SB-007,1,dropout,0.67757213
1338,SB-017,1,drift,0.980504
1339,SB-012,1,multi_spike,1.2771467
1340,SB-015,1,spike,0.6536081
1341,SB-012,1,dropout,0.48179352
1342,SB-018,1,drift,1.0188718
1343,SB-019,1,multi_spike,1.6311997
1344,SB-007,1,spike,1.0185995
1345,SB-006,1,dropout,0.7321785
1346,SB-018,1,drift,0.9496057
1347,SB-012,1,multi_spike,1.4795604
1348,SB-013,1,spike,1.0166436
1349,SB-010,1,dropout,0.66700035
1350,SB-014,1,drift,0.7797579
1351,SB-011,1,multi_spike,1.0694463
1352,SB-005,1,spike,2.0435505
1353,SB-009,1,dropout,0.708255
1354,SB-011,1,drift,0.8207381
1355,SB-014,1,multi_spike,2.757074
1356,SB-020,1,spike,2.2950137
1357,SB-009,1,dropout,0.6955989
1358,SB-011,1,drift,0.58704627
1359,SB-016,1,multi_spike,2.0092375
1360,SB-008,1,spike,2.8814814
1361,SB-015,1,dropout,0.5157653
1362,SB-008,1,drift,1.4427584
1363,SB-017,1,multi_spike,1.2807391
1364,SB-014,1,spike,0.8818863
1365,SB-020,1,dropout,0.4944138
1366,SB-018,1,drift,0.7508587
1367,SB-005,1,multi_spike,1.675067
1368,SB-017,1,spike,0.6148416
1369,SB-013,1,dropout,0.8821202
1370,SB-018,1,drift,1.2302227
1371,SB-001,1,multi_spike,1.4759364
1372,SB-016,1,spike,1.1970997
1373,SB-010,1,dropout,0.25539973
1374,SB-008,1,drift,0.6739594
1375,SB-004,1,multi_spike,1.5810686
1376,SB-013,1,spike,1.1144676
1377,SB-016,1,dropout,0.47754344
1378,SB-005,1,drift,0.481448
1379,SB-011,1,multi_spike,1.1631376
1380,SB-017,1,spike,1.377916
1381,SB-018,1,dropout,0.52086675
1382,SB-009,1,drift,0.68613124
1383,SB-004,1,multi_spike,1.1101348
1384,SB-020,1,spike,1.9671947
1385,SB-019,1,dropout,0.6623264
1386,SB-005,1,drift,0.91209483
1387,SB-002,1,multi_spike,1.2024243
1388,SB-019,1,spike,1.2741829
1389,SB-004,1,dropout,0.6565515
1390,SB-004,1,drift,1.0770416
1391,SB-002,1,multi_spike,1.0957785
1392,SB-007,1,spike,0.85963744
1393,SB-019,1,dropout,0.6895112
1394,SB-012,1,drift,1.5953081
1395,SB-020,1,multi_spike,2.0728784
1396,SB-010,1,spike,1.0799694
1397,SB-014,1,dropout,0.7003065
1398,SB-002,1,drift,0.6085967
1399,SB-017,1,multi_spike,2.0235581
1400,SB-004,1,spike,1.7473016
1401,SB-008,1,dropout,0.6079928
1402,SB-020,1,drift,0.5318861
1403,SB-005,1,multi_spike,1.8248724
1404,SB-018,1,spike,1.2284836
1405,SB-010,1,dropout,0.7411208
1406,SB-008,1,drift,0.90642595
1407,SB-012,1,multi_spike,1.677857
1408,SB-019,1,spike,0.7616461
1409,SB-017,1,dropout,0.44760066
1410,SB-014,1,drift,0.6110259
1411,SB-004,1,multi_spike,1.1854813
1412,SB-017,1,spike,1.1401439
1413,SB-005,1,dropout,0.4983511
1414,SB-011,1,drift,0.8508624
1415,SB-008,1,multi_spike,1.1581
1416,SB-017,1,spike,2.3899372
1417,SB-003,1,dropout,0.4161366
1418,SB-016,1,drift,0.6652511
1419,SB-016,1,multi_spike,1.5599962
1420,SB-013,1,spike,0.6584238
1421,SB-012,1,dropout,0.51007473
1422,SB-018,1,drift,0.78363395
1423,SB-019,1,multi_spike,1.2471665
1424,SB-007,1,spike,0.75513256
1425,SB-011,1,dropout,0.589858
1426,SB-020,1,drift,0.7334552
1427,SB-012,1,multi_spike,1.9396378
1428,SB-012,1,spike,2.549314
1429,SB-004,1,dropout,0.47110805
1430,SB-014,1,drift,0.581371
1431,SB-005,1,multi_spike,0.9550878
1432,SB-013,1,spike,0.7242298
1433,SB-019,1,dropout,0.5036558
1434,SB-002,1,drift,1.3383683
1435,SB-004,1,multi_spike,1.0569801
1436,SB-015,1,spike,1.0885762
1437,SB-018,1,dropout,0.48563933
1438,SB-008,1,drift,0.6780727
1439,SB-008,1,multi_spike,1.3154004
1440,SB-008,1,spike,1.1086853
1441,SB-001,1,dropout,0.45338377
1442,SB-011,1,drift,1.5637399
1443,SB-017,1,multi_spike,1.1588928
1444,SB-017,1,spike,1.614991
1445,SB-012,1,dropout,0.64841676
1446,SB-005,1,drift,1.0240798
1447,SB-017,1,multi_spike,1.2290324
1448,SB-007,1,spike,2.154652
1449,SB-015,1,dropout,0.63184136
