node_id,timestamp,air_temperature_C,relative_humidity_pct,air_pressure_hPa,wind_speed_ms,wind_direction_deg,leaf_wetness_pct,soil_moisture_pct,solar_radiation_Wm2,battery_voltage_V
SB-017,2010-06-13 10:20:00,23.82,76.8,1008.02,0.48,181.6,0.0,23.28,696.2,3.73
SB-009,2010-06-13 10:30:00,25.61,86.45,1015.24,2.58,303.6,13.2,32.47,723.3,2.94
SB-004,2010-06-13 10:40:00,25.94,81.97,1011.16,0.75,217.2,6.4,32.69,800.7,3.59
SB-014,2010-06-13 10:50:00,24.93,87.92,1017.2,4.89,94.9,9.0,39.39,891.8,3.79
SB-003,2010-06-13 11:00:00,,81.45,1008.38,1.7,53.6,0.0,33.15,749.1,3.56
SB-012,2010-06-13 11:10:00,26.36,96.94,1009.79,2.2,224.9,10.1,38.06,812.7,3.52
SB-001,2010-06-13 11:20:00,24.4,86.16,1011.45,1.09,227.5,33.7,34.29,752.4,3.78
SB-001,2010-06-13 11:30:00,25.37,87.86,1011.84,3.48,320.1,0.0,31.9,731.0,3.48
SB-013,2010-06-13 11:40:00,26.48,85.8,1012.72,0.93,288.0,6.9,39.29,840.1,3.64
SB-014,2010-06-13 11:50:00,26.36,76.85,1018.26,0.58,236.5,2.3,29.97,829.3,3.87
SB-016,2010-06-13 12:00:00,25.07,86.93,1017.57,1.29,75.2,3.1,32.63,799.0,3.74
SB-007,2010-06-13 12:10:00,25.89,88.9,1012.33,0.87,95.1,10.4,24.4,843.3,3.69
SB-010,2010-06-13 12:20:00,24.51,78.23,1007.31,1.92,298.2,6.2,36.45,775.5,3.43
SB-015,2010-06-13 12:30:00,26.97,73.89,1013.32,4.21,299.5,8.2,36.56,754.3,3.71
SB-008,2010-06-13 12:40:00,24.65,80.16,1016.83,2.0,18.7,12.0,33.81,827.8,3.73
SB-011,2010-06-13 12:50:00,26.84,79.88,1008.1,1.72,56.5,16.3,39.04,692.6,3.74
SB-014,2010-06-13 13:00:00,28.56,78.52,1014.05,4.01,57.3,20.3,34.29,871.5,3.72
SB-013,2010-06-13 13:10:00,27.0,72.07,1012.48,3.26,112.3,11.2,34.88,748.8,3.43
SB-013,2010-06-13 13:20:00,25.74,76.12,1010.68,1.22,353.5,0.0,42.85,805.8,3.65
SB-009,2010-06-13 13:30:00,28.64,85.69,1006.71,2.74,44.0,0.0,38.18,741.0,3.56
SB-017,2010-06-13 13:40:00,27.8,85.51,1005.63,3.74,33.7,11.3,27.15,816.6,3.42
SB-018,2010-06-13 13:50:00,27.16,77.65,1017.35,0.55,259.5,16.5,34.5,745.8,3.63
SB-019,2010-06-13 14:00:00,27.48,70.8,1011.72,3.58,41.1,6.6,25.12,730.3,3.4
SB-013,2010-06-13 14:10:00,27.23,70.3,1018.0,4.31,329.7,17.9,32.71,637.3,3.76
SB-012,2010-06-13 14:20:00,29.52,83.3,1012.78,3.67,230.6,21.6,36.3,641.6,3.61
SB-020,2010-06-13 14:30:00,28.56,68.69,1015.58,0.37,218.2,1.3,36.14,661.5,3.77
SB-020,2010-06-13 14:40:00,28.04,67.95,1013.14,2.88,190.6,0.3,23.3,520.3,3.61
SB-008,2010-06-13 14:50:00,26.09,69.64,1009.52,4.2,192.6,14.8,36.65,655.3,3.67
SB-011,2010-06-13 15:00:00,26.05,68.84,1015.27,0.26,23.4,29.7,22.57,580.3,3.56
SB-007,2010-06-13 15:10:00,27.42,71.74,1017.7,1.75,83.8,4.8,34.64,548.3,3.36
SB-001,2010-06-13 15:20:00,27.36,71.09,1016.35,2.31,110.3,0.0,32.09,555.1,3.4
SB-010,2010-06-13 15:30:00,25.93,78.73,1013.97,0.12,182.6,5.5,30.17,444.3,3.43
SB-015,2010-06-13 15:40:00,27.06,70.02,1014.08,3.62,97.4,0.0,28.29,529.2,3.93
SB-004,2010-06-13 15:50:00,27.43,69.37,1016.72,5.17,177.3,7.4,31.26,367.5,3.42
SB-001,2010-06-13 16:00:00,27.04,64.56,1012.0,3.63,233.4,0.0,33.9,480.4,3.38
SB-011,2010-06-13 16:10:00,26.93,74.02,1013.96,2.26,328.0,1.0,31.1,290.8,3.33
SB-005,2010-06-13 16:20:00,27.04,70.79,1014.73,3.48,300.3,4.1,30.66,339.5,3.73
SB-019,2010-06-13 16:30:00,27.5,65.22,1013.61,2.52,179.7,15.7,38.01,174.0,3.45
SB-019,2010-06-13 16:40:00,25.9,60.45,1016.72,1.11,132.4,0.0,33.94,278.6,3.7
SB-004,2010-06-13 16:50:00,28.75,55.6,1013.91,1.26,52.5,13.8,42.09,285.1,3.42
SB-002,2010-06-13 17:00:00,24.66,56.88,1011.38,3.36,339.9,26.2,38.27,180.6,3.56
SB-007,2010-06-13 17:10:00,25.84,58.9,1013.91,4.67,70.7,0.0,42.53,197.1,3.28
SB-013,2010-06-13 17:20:00,24.9,56.86,1017.72,2.11,319.7,0.0,38.1,157.2,3.75
SB-020,2010-06-13 17:30:00,27.1,70.85,1013.17,4.42,289.0,2.9,25.23,44.8,3.64
SB-012,2010-06-13 17:40:00,26.14,66.57,1017.91,2.08,241.3,10.9,25.89,32.0,3.46
SB-002,2010-06-13 17:50:00,25.25,58.29,1013.4,2.79,269.9,13.4,39.52,87.7,3.49
SB-009,2010-06-13 18:00:00,25.91,62.88,1019.62,4.43,158.7,4.5,31.43,0.0,3.77
SB-016,2010-06-13 18:10:00,24.64,60.7,1018.42,2.06,212.4,8.1,42.72,0.0,3.51
SB-008,2010-06-13 18:20:00,23.94,57.6,1017.24,2.7,150.5,0.0,33.52,0.0,3.68
SB-018,2010-06-13 18:30:00,26.19,73.28,1012.63,5.45,318.6,0.0,30.65,0.0,3.55
SB-004,2010-06-13 18:40:00,25.41,62.98,1018.09,2.24,254.4,16.7,29.97,0.0,3.59
SB-011,2010-06-13 18:50:00,23.32,60.05,1006.12,2.34,168.8,7.2,37.68,0.0,3.46
SB-017,2010-06-13 19:00:00,24.73,62.94,1016.55,2.21,191.7,6.5,37.21,0.0,3.75
SB-008,2010-06-13 19:10:00,23.54,57.44,1012.96,2.83,356.7,4.7,24.49,0.0,3.7
SB-019,2010-06-13 19:20:00,25.89,53.96,1011.82,2.29,230.3,0.0,38.17,0.0,3.59
SB-008,2010-06-13 19:30:00,23.41,59.71,1019.78,1.98,44.3,8.0,36.72,0.0,3.58
SB-006,2010-06-13 19:40:00,23.57,58.63,1014.15,3.15,179.7,0.6,35.02,0.0,3.62
SB-002,2010-06-13 19:50:00,24.34,52.25,1010.69,3.33,356.5,0.0,35.56,0.0,3.86
SB-015,2010-06-13 20:00:00,27.25,59.01,1014.69,3.28,230.9,15.2,45.98,0.0,3.48
SB-001,2010-06-13 20:10:00,25.3,59.81,1012.02,1.86,212.8,23.1,29.63,0.0,3.75
SB-006,2010-06-13 20:20:00,24.1,62.66,1005.6,1.94,253.6,0.3,36.15,0.0,3.4
SB-019,2010-06-13 20:30:00,23.97,63.74,1014.84,1.76,141.9,0.0,39.62,0.0,3.62
SB-004,2010-06-13 20:40:00,23.24,63.27,1012.79,0.57,146.2,0.0,38.99,0.0,3.55
SB-013,2010-06-13 20:50:00,26.13,60.72,1011.59,5.63,154.5,0.0,44.05,0.0,3.59
SB-015,2010-06-13 21:00:00,20.54,68.73,1018.8,1.32,290.9,2.5,29.87,0.0,3.35
SB-009,2010-06-13 21:10:00,22.58,54.35,1009.79,4.59,114.3,0.0,29.96,0.0,3.58
SB-003,2010-06-13 21:20:00,23.24,56.73,1020.05,1.5,88.4,9.7,41.46,0.0,3.8
SB-002,2010-06-13 21:30:00,23.17,60.05,1011.43,0.43,106.0,8.9,24.04,0.0,3.96
SB-016,2010-06-13 21:40:00,23.85,60.67,1008.39,1.83,307.5,8.9,32.18,0.0,3.66
SB-018,2010-06-13 21:50:00,21.6,64.49,1018.84,3.29,73.4,6.2,42.9,0.0,3.49
SB-018,2010-06-13 22:00:00,20.83,59.9,1010.63,0.68,55.3,0.0,33.89,0.0,3.71
SB-006,2010-06-13 22:10:00,21.41,65.87,1008.41,2.5,49.8,3.0,37.9,0.0,3.55
SB-018,2010-06-13 22:20:00,22.84,71.08,1011.02,2.1,206.3,0.6,46.21,0.0,3.94
SB-011,2010-06-13 22:30:00,22.03,61.48,1019.89,0.08,289.9,0.0,35.53,0.0,3.57
SB-007,2010-06-13 22:40:00,21.67,63.88,1010.95,2.49,308.1,15.2,28.06,0.0,3.17
SB-014,2010-06-13 22:50:00,22.77,68.01,1020.68,3.65,256.9,22.6,47.57,0.0,3.63
SB-018,2010-06-13 23:00:00,22.21,62.25,1009.98,1.79,351.3,25.2,30.37,0.0,3.58
SB-007,2010-06-13 23:10:00,23.86,66.69,1016.0,0.86,254.5,0.0,28.79,0.0,3.49
SB-010,2010-06-13 23:20:00,19.78,66.09,1012.3,4.35,174.2,0.0,26.53,0.0,3.88
SB-008,2010-06-13 23:30:00,19.94,58.01,1011.74,2.56,273.6,5.5,28.15,0.0,3.64
SB-014,2010-06-13 23:40:00,20.47,72.94,1018.46,4.0,301.2,0.0,28.86,0.0,4.05
SB-018,2010-06-13 23:50:00,,73.63,1018.13,2.55,304.8,2.9,41.02,0.0,3.44
SB-005,2010-06-14 00:00:00,20.72,66.11,1016.61,0.1,116.3,27.2,43.26,0.0,3.54
SB-014,2010-06-14 00:10:00,21.03,68.8,1019.1,2.07,29.1,40.0,33.24,0.0,3.71
SB-010,2010-06-14 00:20:00,20.24,73.35,1016.72,1.3,132.7,29.4,23.18,0.0,3.51
SB-015,2010-06-14 00:30:00,20.24,72.56,1016.26,1.0,6.8,34.5,38.16,0.0,3.07
SB-006,2010-06-14 00:40:00,19.2,67.0,1008.14,1.53,177.3,42.9,26.39,0.0,3.23
SB-009,2010-06-14 00:50:00,19.52,57.34,1014.3,0.28,288.0,47.4,35.22,0.0,3.61
SB-010,2010-06-14 01:00:00,19.92,73.25,1007.83,3.81,113.9,22.0,40.35,0.0,3.5
SB-017,2010-06-14 01:10:00,20.04,77.46,1011.19,2.88,35.7,37.4,28.09,0.0,3.43
SB-001,2010-06-14 01:20:00,17.39,74.7,1012.94,1.6,18.6,22.4,28.82,0.0,3.95
SB-014,2010-06-14 01:30:00,17.84,64.99,1008.54,0.03,137.5,37.9,34.18,0.0,3.4
SB-004,2010-06-14 01:40:00,20.84,75.19,1009.0,0.13,338.9,49.5,33.89,0.0,3.33
SB-002,2010-06-14 01:50:00,22.08,68.53,1014.24,0.49,341.7,28.7,35.71,0.0,3.89
SB-003,2010-06-14 02:00:00,19.69,77.61,1011.49,2.33,354.0,31.4,40.74,0.0,3.95
SB-007,2010-06-14 02:10:00,18.93,76.84,1012.37,2.64,23.5,11.6,36.98,0.0,3.58
SB-014,2010-06-14 02:20:00,20.22,73.85,1009.19,0.13,146.5,50.2,28.67,0.0,3.61
SB-012,2010-06-14 02:30:00,18.04,75.94,1022.71,1.84,26.7,23.8,32.54,0.0,3.57
SB-019,2010-06-14 02:40:00,20.18,63.01,1010.41,2.0,195.5,35.7,32.2,0.0,3.7
SB-018,2010-06-14 02:50:00,18.47,77.53,1005.19,2.89,228.4,26.3,36.09,0.0,3.75
SB-015,2010-06-14 03:00:00,18.49,82.89,1015.01,2.58,118.5,37.2,37.43,0.0,3.56
SB-001,2010-06-14 03:10:00,20.14,81.79,1015.71,3.49,341.5,27.5,36.41,0.0,3.73
SB-003,2010-06-14 03:20:00,19.57,85.09,1012.73,4.96,115.9,33.6,33.35,0.0,3.43
SB-015,2010-06-14 03:30:00,18.34,70.83,1017.79,0.65,158.9,37.1,37.39,0.0,3.74
SB-004,2010-06-14 03:40:00,18.24,67.79,1008.4,0.31,246.2,20.7,38.91,0.0,3.56
SB-015,2010-06-14 03:50:00,20.28,85.78,1016.34,5.46,221.4,35.0,38.8,0.0,3.3
SB-010,2010-06-14 04:00:00,17.48,87.7,1010.72,3.6,100.2,40.1,41.36,0.0,3.49
SB-006,2010-06-14 04:10:00,19.67,87.22,1013.51,1.38,79.1,14.2,29.53,0.0,3.74
SB-013,2010-06-14 04:20:00,18.12,81.05,1007.94,0.05,237.2,35.7,24.98,0.0,3.59
SB-007,2010-06-14 04:30:00,17.59,82.39,1012.35,1.86,49.9,27.9,21.57,0.0,3.22
SB-001,2010-06-14 04:40:00,19.16,85.39,1014.02,3.97,236.3,14.0,29.53,0.0,3.38
SB-011,2010-06-14 04:50:00,21.89,92.13,1010.89,4.12,4.5,24.0,33.41,0.0,3.7
SB-014,2010-06-14 05:00:00,19.7,86.39,1012.63,1.73,26.7,39.6,35.35,0.0,4.12
SB-006,2010-06-14 05:10:00,21.54,90.35,1001.77,1.98,192.7,32.3,34.52,0.0,3.6
SB-005,2010-06-14 05:20:00,19.5,85.09,1007.34,1.39,187.7,13.9,25.51,0.0,3.8
SB-019,2010-06-14 05:30:00,22.2,96.13,1009.89,1.53,164.3,43.7,33.23,0.0,3.79
SB-019,2010-06-14 05:40:00,19.46,88.59,1012.38,1.86,255.5,39.7,28.12,0.0,3.59
SB-013,2010-06-14 05:50:00,21.5,92.9,1014.48,1.73,98.5,11.1,32.93,0.0,3.77
SB-007,2010-06-14 06:00:00,21.08,90.25,1015.19,1.9,57.1,21.5,40.1,6.6,3.6
SB-008,2010-06-14 06:10:00,21.73,83.71,1010.42,4.4,267.0,10.6,32.05,0.0,3.68
SB-014,2010-06-14 06:20:00,20.82,89.15,1016.79,4.15,11.6,25.3,46.07,49.3,3.61
SB-019,2010-06-14 06:30:00,21.87,81.81,1013.18,5.11,205.7,33.0,43.77,160.9,3.82
SB-019,2010-06-14 06:40:00,20.58,85.54,1010.72,0.22,232.4,30.4,32.38,141.4,3.64
SB-012,2010-06-14 06:50:00,21.33,88.15,1011.61,3.29,265.8,21.5,46.88,106.8,3.7
SB-009,2010-06-14 07:00:00,20.98,,1016.98,2.85,219.7,22.1,41.01,300.5,3.45
SB-014,2010-06-14 07:10:00,20.2,95.55,1011.71,2.14,179.6,23.6,33.79,211.7,3.77
SB-006,2010-06-14 07:20:00,20.5,89.84,1010.52,2.25,319.5,16.5,42.13,254.8,3.67
SB-015,2010-06-14 07:30:00,19.86,91.05,1010.47,2.89,276.2,52.2,36.68,284.5,3.47
SB-013,2010-06-14 07:40:00,21.89,88.72,1016.4,0.17,151.3,31.1,34.37,375.1,3.54
SB-007,2010-06-14 07:50:00,22.79,97.96,1012.29,1.19,216.1,26.0,32.64,374.0,3.53
SB-011,2010-06-14 08:00:00,23.31,90.1,1016.34,0.84,199.6,32.1,36.89,362.9,3.63
SB-010,2010-06-14 08:10:00,22.84,88.61,1008.06,2.39,185.7,1.0,36.59,355.8,3.74
SB-001,2010-06-14 08:20:00,22.52,96.98,1009.49,0.43,79.3,7.4,30.61,490.8,3.51
SB-007,2010-06-14 08:30:00,22.57,91.15,1008.11,1.4,310.3,3.4,30.22,446.2,3.7
SB-018,2010-06-14 08:40:00,23.85,89.67,1010.1,2.57,13.8,17.2,18.52,459.9,3.3
SB-003,2010-06-14 08:50:00,22.92,91.69,1010.38,3.0,328.3,0.0,25.45,514.7,3.35
SB-009,2010-06-14 09:00:00,23.26,94.75,1000.46,3.89,275.3,1.3,32.91,549.6,3.77
SB-005,2010-06-14 09:10:00,23.39,92.57,1023.79,4.19,197.2,0.0,41.0,591.1,3.63
SB-013,2010-06-14 09:20:00,22.0,79.18,1011.25,2.08,312.5,10.2,32.47,545.8,3.78
SB-016,2010-06-14 09:30:00,22.41,95.23,1010.48,1.52,311.2,8.4,37.19,671.4,3.78
SB-016,2010-06-14 09:40:00,24.89,93.19,1012.12,4.18,161.4,7.3,31.19,636.2,3.61
SB-012,2010-06-14 09:50:00,23.47,84.33,1013.44,3.26,113.0,0.0,40.49,719.2,3.49
SB-018,2010-06-14 10:00:00,24.83,89.55,1007.15,1.08,322.5,9.0,41.2,752.7,3.78
SB-011,2010-06-14 10:10:00,23.73,82.73,998.95,2.82,276.9,3.3,37.15,651.1,3.95
SB-017,2010-06-14 10:20:00,25.27,73.12,1012.33,1.06,33.5,0.0,30.04,701.3,3.52
SB-007,2010-06-14 10:30:00,22.32,85.18,1012.46,1.2,18.9,21.8,26.3,651.5,3.23
SB-015,2010-06-14 10:40:00,22.41,79.4,1020.94,4.74,64.0,0.0,29.43,853.1,3.79
SB-006,2010-06-14 10:50:00,23.06,71.11,1014.17,1.67,176.4,7.4,28.65,778.4,3.78
SB-006,2010-06-14 11:00:00,25.31,93.3,1019.28,2.92,265.3,0.0,32.04,750.6,3.55
SB-018,2010-06-14 11:10:00,25.84,98.47,1010.16,3.39,347.2,9.9,38.28,715.8,3.65
SB-019,2010-06-14 11:20:00,23.12,83.21,1013.47,2.28,63.0,1.2,30.77,901.8,3.4
SB-020,2010-06-14 11:30:00,27.0,92.69,1016.0,4.81,161.9,13.4,31.57,814.0,3.9
SB-019,2010-06-14 11:40:00,26.16,82.33,1014.75,2.3,323.8,0.0,33.43,792.1,3.51
SB-002,2010-06-14 11:50:00,25.39,77.36,1005.31,2.55,135.4,0.0,33.09,797.2,3.28
SB-003,2010-06-14 12:00:00,27.48,85.28,1015.12,2.3,87.9,9.0,30.35,707.6,3.63
SB-014,2010-06-14 12:10:00,25.75,83.84,1012.95,4.51,141.0,13.6,20.02,788.4,3.35
SB-004,2010-06-14 12:20:00,28.64,81.11,1011.76,0.27,20.6,0.1,39.65,806.6,3.96
SB-017,2010-06-14 12:30:00,26.81,82.26,1017.97,4.42,231.1,0.7,41.99,730.0,3.43
SB-006,2010-06-14 12:40:00,27.11,77.48,1007.82,1.65,158.6,3.9,29.89,741.9,3.82
SB-019,2010-06-14 12:50:00,24.44,87.81,1017.95,1.99,154.6,4.4,40.52,691.7,3.47
SB-009,2010-06-14 13:00:00,26.73,76.56,1016.54,3.8,261.9,11.6,35.89,780.5,3.56
SB-004,2010-06-14 13:10:00,25.87,86.18,1011.91,2.99,244.7,14.9,31.04,738.7,3.51
SB-007,2010-06-14 13:20:00,27.02,72.37,1013.83,1.32,87.2,3.1,35.31,762.8,3.52
SB-004,2010-06-14 13:30:00,26.4,71.69,1010.03,0.54,3.6,22.1,33.82,733.5,3.53
SB-011,2010-06-14 13:40:00,24.84,82.02,1013.71,1.37,197.5,9.4,44.73,691.3,3.41
SB-002,2010-06-14 13:50:00,28.05,75.97,1017.61,3.83,144.7,0.0,30.85,691.2,3.63
SB-010,2010-06-14 14:00:00,29.03,69.42,1012.01,5.49,68.6,9.1,32.27,766.4,3.47
SB-006,2010-06-14 14:10:00,27.92,60.34,1016.08,2.74,307.4,6.3,27.87,607.2,3.65
SB-008,2010-06-14 14:20:00,25.4,74.91,1003.85,1.38,176.0,7.3,33.92,586.4,3.48
SB-015,2010-06-14 14:30:00,27.22,68.7,1012.59,1.34,74.1,10.0,43.03,671.9,3.87
SB-013,2010-06-14 14:40:00,26.18,65.78,1012.99,1.57,195.2,7.6,24.06,620.6,3.51
SB-002,2010-06-14 14:50:00,26.79,71.77,1010.14,4.41,318.7,0.0,35.98,663.2,3.52
SB-020,2010-06-14 15:00:00,28.99,63.64,1017.23,2.72,229.0,6.2,37.5,555.2,3.5
SB-001,2010-06-14 15:10:00,,72.89,1020.77,0.49,78.4,0.0,30.38,554.7,3.7
SB-015,2010-06-14 15:20:00,26.63,74.02,1009.29,0.88,80.0,10.7,31.38,522.5,3.62
SB-007,2010-06-14 15:30:00,24.53,,1008.41,0.44,243.1,2.3,40.38,494.3,3.79
SB-018,2010-06-14 15:40:00,28.04,75.69,1013.27,0.82,285.4,0.0,32.15,390.5,3.39
SB-010,2010-06-14 15:50:00,27.3,67.12,1010.48,2.87,207.2,17.0,34.91,463.9,3.69
SB-015,2010-06-14 16:00:00,28.35,65.54,1015.23,3.89,277.2,13.6,36.43,453.1,3.52
SB-005,2010-06-14 16:10:00,27.12,76.57,1008.67,1.53,269.2,0.0,31.09,281.0,3.89
SB-011,2010-06-14 16:20:00,27.0,,1012.6,2.74,102.0,0.0,31.09,320.2,3.26
SB-008,2010-06-14 16:30:00,,65.53,1009.39,1.13,22.1,0.0,31.74,266.3,3.49
SB-008,2010-06-14 16:40:00,26.91,72.21,1014.74,3.53,1.9,0.0,34.71,263.3,3.94
SB-006,2010-06-14 16:50:00,26.78,64.66,1007.68,2.83,283.2,19.3,28.24,217.4,3.72
SB-015,2010-06-14 17:00:00,25.66,67.49,1012.94,1.62,289.7,6.5,42.01,276.9,3.55
SB-015,2010-06-14 17:10:00,25.36,64.38,1013.57,3.31,119.5,11.4,30.7,170.9,3.6
SB-005,2010-06-14 17:20:00,26.9,61.89,1013.96,0.61,62.8,10.0,42.75,186.8,3.96
SB-013,2010-06-14 17:30:00,27.18,64.76,1014.47,4.15,163.9,8.3,29.92,87.8,3.48
SB-014,2010-06-14 17:40:00,26.63,64.23,1009.38,4.68,17.5,0.0,42.59,26.2,3.36
SB-011,2010-06-14 17:50:00,27.59,53.43,1017.73,2.25,240.6,1.9,33.81,55.4,3.42
SB-020,2010-06-14 18:00:00,24.05,68.68,1019.13,4.1,27.6,2.1,46.12,28.5,3.84
SB-012,2010-06-14 18:10:00,27.95,61.61,1012.74,2.53,120.0,9.2,25.46,0.0,3.44
SB-020,2010-06-14 18:20:00,23.55,66.84,1008.4,3.56,182.2,13.6,25.22,0.0,3.41
SB-001,2010-06-14 18:30:00,24.28,71.83,1008.57,1.32,342.3,12.0,47.56,0.0,3.55
SB-003,2010-06-14 18:40:00,26.43,64.53,1010.03,1.56,51.0,0.0,38.98,0.0,3.39
SB-008,2010-06-14 18:50:00,25.28,55.47,1011.55,0.56,27.0,0.0,24.67,0.0,3.84
SB-012,2010-06-14 19:00:00,25.72,60.09,1008.8,4.07,133.8,17.6,32.0,0.0,4.04
SB-015,2010-06-14 19:10:00,24.12,48.35,1009.34,0.06,124.3,3.1,29.18,0.0,3.75
SB-003,2010-06-14 19:20:00,23.61,62.85,1010.44,1.15,252.6,13.1,32.55,0.0,3.47
SB-008,2010-06-14 19:30:00,23.95,61.39,1010.48,1.29,300.0,0.0,25.94,0.0,3.73
SB-019,2010-06-14 19:40:00,25.42,59.6,1010.71,1.27,254.1,0.0,29.29,0.0,3.39
SB-020,2010-06-14 19:50:00,26.34,50.25,1010.26,4.47,320.4,21.1,27.81,0.0,3.97
SB-006,2010-06-14 20:00:00,23.86,56.37,1013.13,3.66,168.9,13.7,16.84,0.0,3.65
SB-018,2010-06-14 20:10:00,25.23,67.65,1005.68,0.44,279.8,6.0,39.29,0.0,3.59
SB-011,2010-06-14 20:20:00,22.88,66.56,1012.03,3.33,167.9,10.4,41.93,0.0,3.46
SB-012,2010-06-14 20:30:00,,59.53,1012.55,2.05,109.3,13.4,26.78,0.0,3.46
SB-002,2010-06-14 20:40:00,,58.21,1014.27,2.63,63.0,3.3,27.46,0.0,3.47
SB-005,2010-06-14 20:50:00,22.84,66.29,,3.41,207.1,0.2,34.91,0.0,3.82
SB-004,2010-06-14 21:00:00,23.66,60.66,1017.25,3.19,42.8,22.0,40.45,0.0,3.59
SB-009,2010-06-14 21:10:00,21.92,59.37,1009.95,2.37,259.6,0.0,31.19,0.0,3.41
SB-013,2010-06-14 21:20:00,22.72,57.0,1014.27,2.68,320.0,6.3,36.17,0.0,3.36
SB-013,2010-06-14 21:30:00,23.55,67.71,1015.32,0.87,304.0,5.9,23.49,0.0,3.69
SB-015,2010-06-14 21:40:00,21.34,53.07,1011.23,5.52,261.4,11.6,34.74,0.0,3.44
SB-002,2010-06-14 21:50:00,21.43,61.84,1011.77,3.37,183.0,19.5,31.09,0.0,3.33
SB-013,2010-06-14 22:00:00,23.38,61.28,1012.2,3.86,98.2,6.4,47.63,0.0,3.55
SB-007,2010-06-14 22:10:00,20.86,67.1,1013.8,2.85,125.6,0.0,45.47,0.0,3.62
SB-017,2010-06-14 22:20:00,21.37,63.86,1007.87,2.04,330.7,0.0,41.58,0.0,3.66
SB-008,2010-06-14 22:30:00,,54.42,1010.49,5.03,78.6,10.7,46.1,0.0,3.57
SB-018,2010-06-14 22:40:00,21.28,64.77,1014.77,2.85,211.4,0.0,35.83,0.0,3.33
SB-015,2010-06-14 22:50:00,21.17,67.84,1013.72,2.69,102.0,15.6,31.56,0.0,3.76
SB-015,2010-06-14 23:00:00,20.7,60.21,1010.66,2.98,158.1,3.9,39.96,0.0,3.87
SB-005,2010-06-14 23:10:00,20.21,69.32,1011.24,2.09,96.7,2.8,39.66,0.0,3.92
SB-002,2010-06-14 23:20:00,20.27,68.24,1009.63,4.92,93.6,2.8,27.88,0.0,3.46
SB-016,2010-06-14 23:30:00,20.69,66.01,1013.93,0.14,310.0,0.0,36.28,0.0,3.42
SB-005,2010-06-14 23:40:00,21.59,59.83,1006.93,4.54,184.5,0.0,15.58,0.0,3.58
SB-006,2010-06-14 23:50:00,21.76,62.7,1009.91,2.61,16.7,8.6,35.43,0.0,3.39
SB-012,2010-06-15 00:00:00,20.28,66.32,1018.4,2.91,104.3,37.3,39.74,0.0,3.73
SB-005,2010-06-15 00:10:00,23.62,70.8,1011.03,0.93,60.0,28.1,28.57,0.0,3.66
SB-020,2010-06-15 00:20:00,21.31,70.78,1014.78,3.96,252.6,28.1,35.45,0.0,3.59
SB-008,2010-06-15 00:30:00,21.38,68.85,1016.04,3.45,341.6,24.7,31.51,0.0,3.56
SB-011,2010-06-15 00:40:00,20.76,65.89,1010.42,3.66,242.7,29.4,28.35,0.0,3.52
SB-014,2010-06-15 00:50:00,18.71,70.53,1010.56,2.53,183.3,10.1,33.67,0.0,3.66
SB-017,2010-06-15 01:00:00,20.78,79.27,1017.85,0.47,200.0,23.3,35.84,0.0,3.72
SB-010,2010-06-15 01:10:00,18.62,74.49,1002.81,3.3,41.0,33.2,38.93,0.0,3.12
SB-002,2010-06-15 01:20:00,21.39,72.73,1008.97,4.39,218.0,40.5,29.47,0.0,3.58
SB-003,2010-06-15 01:30:00,18.94,72.64,1008.88,1.47,248.0,34.8,22.28,0.0,3.55
SB-013,2010-06-15 01:40:00,19.98,75.91,1014.92,1.96,14.3,25.5,33.83,0.0,3.71
SB-017,2010-06-15 01:50:00,21.35,75.87,1017.79,0.99,178.2,23.1,35.36,0.0,3.57
SB-003,2010-06-15 02:00:00,18.58,77.64,1016.3,2.74,302.8,32.3,32.24,0.0,3.71
SB-010,2010-06-15 02:10:00,20.04,64.22,1008.39,4.47,134.7,17.8,40.88,0.0,2.99
SB-008,2010-06-15 02:20:00,19.64,71.82,1012.01,4.9,63.8,32.5,32.3,0.0,3.59
SB-004,2010-06-15 02:30:00,21.63,77.17,1005.05,0.23,90.5,32.0,27.79,0.0,3.52
SB-013,2010-06-15 02:40:00,19.04,82.34,1007.48,2.81,28.6,21.5,43.56,0.0,3.77
SB-007,2010-06-15 02:50:00,20.27,78.99,1006.34,2.08,41.4,26.1,42.46,0.0,3.43
SB-007,2010-06-15 03:00:00,18.13,81.81,1012.39,1.86,69.4,30.8,38.31,0.0,3.25
SB-016,2010-06-15 03:10:00,21.22,84.83,1018.8,2.47,84.7,26.5,46.75,0.0,3.53
SB-005,2010-06-15 03:20:00,17.84,88.87,1010.87,2.01,163.1,32.0,32.03,0.0,3.52
SB-017,2010-06-15 03:30:00,18.95,80.68,1011.21,2.72,143.5,33.3,38.59,0.0,3.38
SB-010,2010-06-15 03:40:00,18.07,78.11,1010.98,1.97,209.0,26.8,34.97,0.0,3.74
SB-004,2010-06-15 03:50:00,19.78,75.92,1012.27,4.01,146.1,21.1,45.77,0.0,3.5
SB-014,2010-06-15 04:00:00,20.61,84.46,1010.98,0.85,103.4,14.4,39.26,0.0,3.76
SB-005,2010-06-15 04:10:00,20.9,82.29,1015.74,2.0,164.1,21.7,32.83,0.0,3.98
SB-002,2010-06-15 04:20:00,19.64,81.79,1021.92,3.62,66.0,30.9,42.91,0.0,3.36
